0	0.00099
0.02	0.00428
0.04	0.00758
0.06	0.01087
0.08	0.00682
0.1	0.00277
0.12	-0.00128
0.14	0.00368
0.16	0.00864
0.18	0.0136
0.2	0.00727
0.22	0.00094
0.24	0.0042
0.26	0.00221
0.28	0.00021
0.3	0.00444
0.32	0.00867
0.34	0.0129
0.36	0.01713
0.38	-0.00343
0.4	-0.024
0.42	-0.00992
0.44	0.00416
0.46	0.00528
0.48	0.01653
0.5	0.02779
0.52	0.03904
0.54	0.02449
0.56	0.00995
0.58	0.00961
0.6	0.00926
0.62	0.00892
0.64	-0.00486
0.66	-0.01864
0.68	-0.03242
0.7	-0.03365
0.72	-0.05723
0.74	-0.04534
0.76	-0.03346
0.78	-0.03201
0.8	-0.03056
0.82	-0.02911
0.84	-0.02766
0.86	-0.04116
0.88	-0.05466
0.9	-0.06816
0.92	-0.08166
0.94	-0.06846
0.96	-0.05527
0.98	-0.04208
1	-0.04259
1.02	-0.04311
1.04	-0.02428
1.06	-0.00545
1.08	0.01338
1.1	0.03221
1.12	0.05104
1.14	0.06987
1.16	0.0887
1.18	0.04524
1.2	0.00179
1.22	-0.04167
1.24	-0.08513
1.26	-0.12858
1.28	-0.17204
1.3	-0.12908
1.32	-0.08613
1.34	-0.08902
1.36	-0.09192
1.38	-0.09482
1.4	-0.09324
1.42	-0.09166
1.44	-0.09478
1.46	-0.09789
1.48	-0.12902
1.5	-0.07652
1.52	-0.02401
1.54	0.02849
1.56	0.08099
1.58	0.1335
1.6	0.186
1.62	0.2385
1.64	0.21993
1.66	0.20135
1.68	0.18277
1.7	0.1642
1.72	0.14562
1.74	0.16143
1.76	0.17725
1.78	0.13215
1.8	0.08705
1.82	0.04196
1.84	-0.00314
1.86	-0.04824
1.88	-0.09334
1.9	-0.13843
1.92	-0.18353
1.94	-0.22863
1.96	-0.27372
1.98	-0.31882
2	-0.25024
2.02	-0.18166
2.04	-0.11309
2.06	-0.04451
2.08	0.02407
2.1	0.09265
2.12	0.16123
2.14	0.22981
2.16	0.29839
2.18	0.23197
2.2	0.16554
2.22	0.09912
2.24	0.0327
2.26	-0.03372
2.28	-0.10014
2.3	-0.16656
2.32	-0.23299
2.34	-0.29941
2.36	-0.00421
2.38	0.29099
2.4	0.2238
2.42	0.15662
2.44	0.08943
2.46	0.02224
2.48	-0.04495
2.5	0.01834
2.52	0.08163
2.54	0.14491
2.56	0.2082
2.58	0.18973
2.6	0.17125
2.62	0.13759
2.64	0.10393
2.66	0.07027
2.68	0.03661
2.7	0.00295
2.72	-0.03071
2.74	-0.00561
2.76	0.01948
2.78	0.04458
2.8	0.06468
2.82	0.08478
2.84	0.10487
2.86	0.05895
2.88	0.01303
2.9	-0.03289
2.92	-0.07882
2.94	-0.03556
2.96	0.00771
2.98	0.05097
3	0.01013
3.02	-0.03071
3.04	-0.07156
3.06	-0.1124
3.08	-0.15324
3.1	-0.11314
3.12	-0.07304
3.14	-0.03294
3.16	0.00715
3.18	-0.0635
3.2	-0.13415
3.22	-0.2048
3.24	-0.12482
3.26	-0.04485
3.28	0.03513
3.3	0.1151
3.32	0.19508
3.34	0.12301
3.36	0.05094
3.38	-0.02113
3.4	-0.0932
3.42	-0.02663
3.44	0.03995
3.46	0.10653
3.48	0.17311
3.5	0.11283
3.52	0.05255
3.54	-0.00772
3.56	0.01064
3.58	0.029
3.6	0.04737
3.62	0.06573
3.64	0.02021
3.66	-0.0253
3.68	-0.07081
3.7	-0.04107
3.72	-0.01133
3.74	0.00288
3.76	0.01709
3.78	0.03131
3.8	-0.02278
3.82	-0.07686
3.84	-0.13095
3.86	-0.18504
3.88	-0.14347
3.9	-0.1019
3.92	-0.06034
3.94	-0.01877
3.96	0.0228
3.98	-0.00996
4	-0.04272
4.02	-0.02147
4.04	-0.00021
4.06	0.02104
4.08	-0.01459
4.1	-0.05022
4.12	-0.08585
4.14	-0.12148
4.16	-0.15711
4.18	-0.19274
4.2	-0.22837
4.22	-0.18145
4.24	-0.13453
4.26	-0.08761
4.28	-0.04069
4.3	0.00623
4.32	0.05316
4.34	0.10008
4.36	0.147
4.38	0.09754
4.4	0.04808
4.42	-0.00138
4.44	0.05141
4.46	0.1042
4.48	0.15699
4.5	0.20979
4.52	0.26258
4.54	0.16996
4.56	0.07734
4.58	-0.01527
4.6	-0.10789
4.62	-0.20051
4.64	-0.06786
4.66	0.06479
4.68	0.01671
4.7	-0.03137
4.72	-0.07945
4.74	-0.12753
4.76	-0.17561
4.78	-0.22369
4.8	-0.27177
4.82	-0.15851
4.84	-0.04525
4.86	0.06802
4.88	0.18128
4.9	0.14464
4.92	0.108
4.94	0.07137
4.96	0.03473
4.98	0.09666
5	0.1586
5.02	0.22053
5.04	0.18296
5.06	0.14538
5.08	0.1078
5.1	0.07023
5.12	0.03265
5.14	0.06649
5.16	0.10033
5.18	0.13417
5.2	0.10337
5.22	0.07257
5.24	0.04177
5.26	0.01097
5.28	-0.01983
5.3	0.04438
5.32	0.1086
5.34	0.17281
5.36	0.10416
5.38	0.03551
5.4	-0.03315
5.42	-0.1018
5.44	-0.07262
5.46	-0.04344
5.48	-0.01426
5.5	0.01492
5.52	-0.02025
5.54	-0.05543
5.56	-0.0906
5.58	-0.12578
5.6	-0.16095
5.62	-0.19613
5.64	-0.14784
5.66	-0.09955
5.68	-0.05127
5.7	-0.00298
5.72	-0.01952
5.74	-0.03605
5.76	-0.05259
5.78	-0.04182
5.8	-0.03106
5.82	-0.02903
5.84	-0.02699
5.86	0.02515
5.88	0.0177
5.9	0.02213
5.92	0.02656
5.94	0.00419
5.96	-0.01819
5.98	-0.04057
6	-0.06294
6.02	-0.02417
6.04	0.0146
6.06	0.05337
6.08	0.02428
6.1	-0.0048
6.12	-0.03389
6.14	-0.00557
6.16	0.02274
6.18	0.00679
6.2	-0.00915
6.22	-0.02509
6.24	-0.04103
6.26	-0.05698
6.28	-0.01826
6.3	0.02046
6.32	0.00454
6.34	-0.01138
6.36	-0.00215
6.38	0.00708
6.4	0.00496
6.42	0.00285
6.44	0.00074
6.46	-0.00534
6.48	-0.01141
6.5	0.00361
6.52	0.01863
6.54	0.03365
6.56	0.04867
6.58	0.0304
6.6	0.01213
6.62	-0.00614
6.64	-0.02441
6.66	0.01375
6.68	0.01099
6.7	0.00823
6.72	0.00547
6.74	0.00812
6.76	0.01077
6.78	-0.00692
6.8	-0.02461
6.82	-0.0423
6.84	-0.05999
6.86	-0.07768
6.88	-0.09538
6.9	-0.06209
6.92	-0.0288
6.94	0.00448
6.96	0.03777
6.98	0.01773
7	-0.00231
7.02	-0.02235
7.04	0.01791
7.06	0.05816
7.08	0.03738
7.1	0.0166
7.12	-0.00418
7.14	-0.02496
7.16	-0.04574
7.18	-0.02071
7.2	0.00432
7.22	0.02935
7.24	0.01526
7.26	0.01806
7.28	0.02086
7.3	0.00793
7.32	-0.00501
7.34	-0.01795
7.36	-0.03089
7.38	-0.01841
7.4	-0.00593
7.42	0.00655
7.44	-0.02519
7.46	-0.05693
7.48	-0.04045
7.5	-0.02398
7.52	-0.0075
7.54	0.00897
7.56	0.00384
7.58	-0.00129
7.6	-0.00642
7.62	-0.01156
7.64	-0.02619
7.66	-0.04082
7.68	-0.05545
7.7	-0.04366
7.72	-0.03188
7.74	-0.06964
7.76	-0.05634
7.78	-0.04303
7.8	-0.02972
7.82	-0.01642
7.84	-0.00311
7.86	0.0102
7.88	0.0235
7.9	0.03681
7.92	0.05011
7.94	0.02436
7.96	-0.00139
7.98	-0.02714
8	-0.00309
8.02	0.02096
8.04	0.04501
8.06	0.06906
8.08	0.05773
8.1	0.0464
8.12	0.03507
8.14	0.03357
8.16	0.03207
8.18	0.03057
8.2	0.0325
8.22	0.03444
8.24	0.03637
8.26	0.01348
8.28	-0.00942
8.3	-0.03231
8.32	-0.02997
8.34	-0.03095
8.36	-0.03192
8.38	-0.02588
8.4	-0.01984
8.42	-0.01379
8.44	-0.00775
8.46	-0.01449
8.48	-0.02123
8.5	0.01523
8.52	0.0517
8.54	0.08816
8.56	0.12463
8.58	0.16109
8.6	0.12987
8.62	0.09864
8.64	0.06741
8.66	0.03618
8.68	0.00495
8.7	0.0042
8.72	0.00345
8.74	0.00269
8.76	-0.05922
8.78	-0.12112
8.8	-0.18303
8.82	-0.12043
8.84	-0.05782
8.86	0.00479
8.88	0.0674
8.9	0.13001
8.92	0.08373
8.94	0.03745
8.96	0.06979
8.98	0.10213
9	-0.03517
9.02	-0.17247
9.04	-0.13763
9.06	-0.10278
9.08	-0.06794
9.1	-0.0331
9.12	-0.03647
9.14	-0.03984
9.16	-0.00517
9.18	0.0295
9.2	0.06417
9.22	0.09883
9.24	0.1335
