0.02,-0.00579
0.04,-0.0134
0.06,0.00962
0.08,0.00959
0.1,0.0331
0.12,-0.00918
0.14,0.0126
0.16,0.0476
0.18,-0.0454
0.2,-0.0944
0.22,-0.0136
0.24,0.049
0.26,0.0979
0.28,-0.0283
0.3,-0.134
0.32,-0.0141
0.34,0.032
0.36,0.0394
0.38,0.0198
0.4,-0.0364
0.42,0.00301
0.44,0.043
0.46,-0.0614
0.48,-0.033
0.5,0.115
0.52,0.087
0.54,-0.0587
0.56,-0.121
0.58,-0.0282
0.6,0.0831
0.62,0.117
0.64,0.0306
0.66,-0.116
0.68,-0.0425
0.7,0.0419
0.72,-0.033
0.74,-0.0254
0.76,0.0543
0.78,0.12
0.8,0.0468
0.82,-0.128
0.84,-0.117
0.86,0.0409
0.88,0.0366
0.9,-0.0303
0.92,-0.069
0.94,-0.00779
0.96,0.0421
0.98,0.032
1,0.012
1.02,0.0203
1.04,0.0192
1.06,0.0204
1.08,-0.0393
1.1,-0.00083
1.12,0.0809
1.14,0.0205
1.16,-0.0753
1.18,-0.0352
1.2,0.0436
1.22,0.0817
1.24,0.0531
1.26,-0.00476
1.28,-0.0428
1.3,-0.0455
1.32,-0.0163
1.34,-0.00167
1.36,0.0262
1.38,0.00027
1.4,-0.0202
1.42,-0.0631
1.44,-0.0859
1.46,-0.0155
1.48,0.0163
1.5,0.0723
1.52,0.0633
1.54,0.0161
1.56,-0.0114
1.58,-0.0084
1.6,-0.00858
1.62,-0.00238
1.64,-0.00242
1.66,-0.0196
1.68,0.00486
1.7,-0.0146
1.72,-0.0544
1.74,0.0286
1.76,0.079
1.78,0.0371
1.8,-0.0342
1.82,-0.0302
1.84,0.00751
1.86,-0.16
1.88,-0.15
1.9,-0.0497
1.92,-0.0253
1.94,-0.0623
1.96,-0.197
1.98,0.0434
2,0.461
2.02,0.272
2.04,-0.166
2.06,0.0443
2.08,0.265
2.1,0.171
2.12,-0.0274
2.14,-0.143
2.16,-0.162
2.18,-0.0224
2.2,0.0522
2.22,-0.00087
2.24,-0.191
2.26,-0.273
2.28,-0.238
2.3,-0.142
2.32,0.0516
2.34,0.0993
2.36,0.226
2.38,0.225
2.4,0.16
2.42,0.0324
2.44,-0.117
2.46,-0.0991
2.48,-0.0527
2.5,-0.00293
2.52,-0.0347
2.54,-0.0733
2.56,-0.0355
2.58,-0.0101
2.6,-0.0587
2.62,0.0333
2.64,0.108
2.66,0.206
2.68,0.406
2.7,0.65
2.72,0.654
2.74,0.413
2.76,0.0234
2.78,-0.224
2.8,-0.345
2.82,-0.789
2.84,-1.04
2.86,-1.37
2.88,-1.43
2.9,-0.779
2.92,0.211
2.94,0.471
2.96,0.387
2.98,0.134
3,0.272
3.02,0.719
3.04,1.04
3.06,1.24
3.08,1.2
3.1,0.416
3.12,-0.462
3.14,-0.722
3.16,-0.619
3.18,-0.371
3.2,-0.203
3.22,-0.0247
3.24,0.217
3.26,0.223
3.28,-0.0307
3.3,-0.239
3.32,-0.27
3.34,-0.0404
3.36,0.347
3.38,0.609
3.4,0.45
3.42,0.0221
3.44,-0.239
3.46,-0.335
3.48,-0.33
3.5,-0.223
3.52,-0.0218
3.54,0.17
3.56,0.303
3.58,0.385
3.6,0.405
3.62,0.35
3.64,0.198
3.66,-0.0259
3.68,-0.198
3.7,-0.286
3.72,-0.325
3.74,-0.337
3.76,-0.355
3.78,-0.395
3.8,-0.442
3.82,-0.467
3.84,-0.413
3.86,-0.286
3.88,-0.14
3.9,-0.0167
3.92,0.0579
3.94,0.0813
3.96,0.0702
3.98,0.0579
4,0.06
4.02,0.0903
4.04,0.151
4.06,0.231
4.08,0.296
4.1,0.326
4.12,0.302
4.14,0.216
4.16,0.0868
4.18,-0.0237
4.2,-0.093
4.22,-0.136
4.24,-0.144
4.26,-0.0772
4.28,0.052
4.3,0.17
4.32,0.275
4.34,0.341
4.36,0.362
4.38,0.342
4.4,0.297
4.42,0.239
4.44,0.189
4.46,0.111
4.48,0.0217
4.5,-0.0648
4.52,-0.126
4.54,-0.147
4.56,-0.147
4.58,-0.137
4.6,-0.123
4.62,-0.126
4.64,-0.124
4.66,-0.13
4.68,-0.14
4.7,-0.14
4.72,-0.133
4.74,-0.115
4.76,-0.0937
4.78,-0.0735
4.8,-0.0657
4.82,-0.0633
4.84,-0.0563
4.86,-0.047
4.88,-0.0316
4.9,-0.0165
4.92,-0.00938
4.94,-0.0102
4.96,-0.00939
4.98,-0.00975
5,-0.00859
5.02,-0.00977
5.04,-0.0158
5.06,-0.0448
5.08,-0.0627
5.1,-0.0734
5.12,-0.0742
5.14,-0.0774
5.16,-0.0839
5.18,-0.0806
5.2,-0.0593
5.22,-0.0415
5.24,-0.0323
5.26,-0.0443
5.28,-0.0525
5.3,-0.0552
5.32,-0.0527
5.34,-0.0258
5.36,0.00358
5.38,0.022
5.4,0.0359
5.42,0.0541
5.44,0.0888
5.46,0.111
5.48,0.106
5.5,0.113
5.52,0.142
5.54,0.147
5.56,0.128
5.58,0.122
5.6,0.106
5.62,0.0723
5.64,0.0601
5.66,0.0483
5.68,0.0347
5.7,0.0241
5.72,-0.018
5.74,-0.0648
5.76,-0.0663
5.78,-0.0643
5.8,-0.0721
5.82,-0.039
5.84,-0.0107
5.86,-0.016
5.88,-0.0281
5.9,-0.0577
5.92,-0.102
5.94,-0.136
5.96,-0.143
5.98,-0.111
6,-0.0406
6.02,0.00479
6.04,0.0378
6.06,0.115
6.08,0.219
6.1,0.284
6.12,0.289
6.14,0.226
6.16,0.129
6.18,0.0688
6.2,0.0259
6.22,-0.0549
6.24,-0.129
6.26,-0.176
6.28,-0.17
6.3,-0.139
6.32,-0.125
6.34,-0.107
6.36,-0.0595
6.38,-0.00372
6.4,0.0857
6.42,0.0936
6.44,0.0418
6.46,0.00826
6.48,0.00821
6.5,0.0167
6.52,0.017
6.54,0.0278
6.56,0.035
6.58,0.0133
6.6,-0.00689
6.62,-0.0504
6.64,-0.0542
6.66,-0.0108
6.68,0.0595
6.7,0.0505
6.72,0.00646
6.74,-0.0993
6.76,-0.08
6.78,-0.037
6.8,0.025
6.82,0.113
6.84,0.0932
6.86,-0.0141
6.88,-0.143
6.9,-0.167
6.92,-0.0935
6.94,-0.0333
6.96,-0.0138
6.98,0.00103
7,0.0559
7.02,0.11
7.04,0.0961
7.06,0.105
7.08,0.154
7.1,0.183
7.12,0.153
7.14,0.0905
7.16,0.0558
7.18,0.0245
7.2,-0.0191
7.22,-0.0505
7.24,-0.059
7.26,-0.0665
7.28,-0.124
7.3,-0.184
7.32,-0.195
7.34,-0.179
7.36,-0.165
7.38,-0.132
7.4,-0.0694
7.42,-0.00206
7.44,0.0461
7.46,0.0823
7.48,0.0843
7.5,0.0705
7.52,0.0825
7.54,0.125
7.56,0.116
7.58,0.0714
7.6,0.0625
7.62,0.0605
7.64,0.0332
7.66,-0.0128
7.68,-0.0556
7.7,-0.0656
7.72,-0.0635
7.74,-0.048
7.76,-0.0494
7.78,-0.0748
7.8,-0.077
7.82,-0.0547
7.84,-0.0201
7.86,0.0113
7.88,0.026
7.9,0.0188
7.92,0.0304
7.94,0.0532
7.96,0.0595
7.98,0.0276
8,0.0222
8.02,0.0255
8.04,0.0248
8.06,0.0252
8.08,0.0219
8.1,0.00322
8.12,-0.0266
8.14,-0.0334
8.16,-0.0349
8.18,-0.0406
8.2,-0.0307
8.22,-0.0158
8.24,-0.00399
8.26,0.00911
8.28,0.00624
8.3,-0.00743
8.32,-0.0189
8.34,-0.0147
8.36,0.00437
8.38,0.0339
8.4,0.0384
8.42,0.0296
8.44,0.0297
8.46,0.0415
8.48,0.0486
8.5,0.0238
8.52,-0.00505
8.54,-0.0252
8.56,-0.0454
8.58,-0.0466
8.6,-0.0272
8.62,-0.0279
8.64,-0.0358
8.66,-0.03
8.68,-0.00533
8.7,0.0187
8.72,0.0334
8.74,0.0471
8.76,0.0537
8.78,0.058
8.8,0.0716
8.82,0.0696
8.84,0.05
8.86,0.0187
8.88,0.00538
8.9,-0.0157
8.92,-0.0416
8.94,-0.0738
8.96,-0.0785
8.98,-0.0757
9,-0.0607
9.02,-0.0516
9.04,-0.0412
9.06,-0.0238
9.08,-0.00782
9.1,0.00646
9.12,0.00695
9.14,0.0167
9.16,0.0318
9.18,0.0426
9.2,0.057
9.22,0.0613
9.24,0.0512
9.26,0.0348
9.28,0.00328
9.3,-0.0158
9.32,-0.0259
9.34,-0.0135
9.36,-0.00967
9.38,-0.0186
9.4,-0.00632
9.42,0.0115
9.44,0.0215
9.46,0.0221
9.48,0.0203
9.5,0.0175
9.52,0.00228
9.54,-0.0157
9.56,-0.0339
9.58,-0.044
9.6,-0.0486
9.62,-0.0456
9.64,-0.0355
9.66,-0.0282
9.68,-0.0299
9.7,-0.0306
9.72,-0.0261
9.74,0.0103
9.76,0.014
9.78,0.0109
9.8,0.0207
9.82,0.0252
9.84,0.0186
9.86,0.0107
9.88,0.00943
9.9,0.0156
9.92,0.027
9.94,0.0379
9.96,0.0363
9.98,0.0326
10,0.0227
10.02,0.0204
10.04,0.0157
10.06,0.00697
10.08,0.00261
10.1,0.00434
10.12,0.00331
10.14,-0.00544
10.16,-0.0234
10.18,-0.0288
10.2,-0.032
10.22,-0.039
10.24,-0.0323
10.26,-0.0216
10.28,-0.00697
10.3,0.00696
10.32,0.00578
10.34,0.0123
10.36,0.0074
10.38,0.0172
10.4,0.0424
10.42,0.0415
10.44,0.0118
10.46,0.00379
10.48,0.00471
10.5,-0.0013
10.52,-0.0169
10.54,-0.017
10.56,-0.0207
10.58,-0.0189
10.6,-0.00707
10.62,-0.00508
10.64,-0.0176
10.66,-0.0164
10.68,-0.0162
10.7,-0.00916
10.72,-0.00511
10.74,-0.0104
10.76,-0.0175
10.78,-0.0133
10.8,0.00229
10.82,0.0174
10.84,0.0128
10.86,0.0188
10.88,0.0171
10.9,0.0103
10.92,0.0022
10.94,-0.00648
10.96,-0.0113
10.98,-0.015
11,-0.00408
11.02,0.00827
11.04,0.00866
11.06,0.0204
11.08,0.0138
11.1,0.0103
11.12,0.00546
11.14,0.0069
11.16,0.00633
11.18,0.00928
11.2,0.0219
11.22,0.0258
11.24,0.00693
11.26,0.00654
11.28,0.00649
11.3,0.00362
11.32,-0.0049
11.34,-0.00537
11.36,-0.00559
11.38,-0.00528
11.4,-0.00369
11.42,-0.00348
11.44,-0.00518
11.46,-0.00716
11.48,-0.009
11.5,-0.016
11.52,-0.0205
11.54,-0.0228
11.56,-0.0188
11.58,-0.0195
11.6,-0.00838
11.62,-0.0111
11.64,-6e-05
11.66,0.00589
11.68,0.0114
11.7,0.00768
11.72,0.00647
11.74,0.0115
11.76,0.0206
11.78,0.0221
11.8,0.0305
11.82,0.0313
11.84,0.0309
11.86,0.0312
11.88,0.028
11.9,0.0178
11.92,0.00441
11.94,-0.00283
11.96,-0.0133
11.98,-0.0239
12,-0.0216
12.02,-0.0221
12.04,-0.0219
12.06,-0.0215
12.08,-0.0219
12.1,-0.0214
12.12,-0.019
12.14,-0.0024
12.16,-0.00781
12.18,-0.0149
12.2,-0.0203
12.22,-0.0192
12.24,-0.013
12.26,-0.00903
12.28,-0.00548
12.3,0.00222
12.32,0.00112
12.34,0.00554
12.36,0.0159
12.38,0.0234
12.4,0.0318
12.42,0.0357
12.44,0.0292
12.46,0.0246
12.48,0.0216
12.5,0.00929
12.52,-0.00356
12.54,0.0005
12.56,0.00274
12.58,-0.00206
12.6,-0.00259
12.62,-0.00682
12.64,-0.0101
12.66,-0.0174
12.68,-0.0177
12.7,-0.0109
12.72,-0.00438
12.74,0.00074
12.76,0.00451
12.78,0.0055
12.8,0.0218
12.82,0.0251
12.84,0.0106
12.86,0.00315
12.88,0.00117
12.9,-0.0129
12.92,-0.016
12.94,-0.00734
12.96,-0.0141
12.98,-0.0161
13,-0.0136
13.02,-0.00821
13.04,-0.0175
13.06,-0.0203
13.08,-0.0364
13.1,-0.0386
13.12,-0.0313
13.14,-0.00486
13.16,0.0168
13.18,0.0189
13.2,0.00362
13.22,0.0086
13.24,0.0132
13.26,0.0196
13.28,0.0171
13.3,0.0186
13.32,0.0173
13.34,0.0178
13.36,0.0104
13.38,0.00741
13.4,0.0127
13.42,0.00233
13.44,-0.00697
13.46,-0.00762
13.48,-0.00789
13.5,-0.00512
13.52,-0.00361
13.54,-0.00442
13.56,-0.0105
13.58,-0.0132
13.6,-0.00293
13.62,-0.00396
13.64,-0.00387
13.66,-0.00394
13.68,-0.0005
13.7,0.00509
13.72,0.00142
13.74,0.00151
13.76,-0.00745
13.78,-0.0003
13.8,0.00842
13.82,0.0187
13.84,0.0165
13.86,0.00855
13.88,0.0134
13.9,0.0149
13.92,0.00536
13.94,-0.00233
13.96,-0.00868
13.98,-0.0114
14,-0.00247
14.02,-0.00098
14.04,-0.00313
14.06,-0.00296
14.08,0.00344
14.1,0.0086
14.12,0.011
14.14,0.012
14.16,-0.00694
14.18,-0.011
14.2,-0.00391
14.22,-0.00128
14.24,-0.00671
14.26,-0.00598
14.28,0.00696
14.3,0.00313
14.32,-0.00844
14.34,-0.015
14.36,-0.0107
14.38,-0.00847
14.4,0.00678
14.42,0.00803
14.44,0.00557
14.46,0.00834
14.48,0.00955
14.5,0.0207
14.52,0.0218
14.54,0.00967
14.56,0.00355
14.58,0.00175
14.6,0.00615
14.62,0.00722
14.64,-0.0044
14.66,-0.00134
14.68,5e-05
14.7,0.00036
14.72,-0.0143
14.74,-0.0128
14.76,-0.0131
14.78,-0.00646
14.8,-0.00979
14.82,0.00025
14.84,0.00957
14.86,0.00101
14.88,0.00883
14.9,0.0348
14.92,0.00304
14.94,0.00991
14.96,0.00649
14.98,0.00936
15,0.00685
15.02,0.012
15.04,0.0115
15.06,0.00738
15.08,-0.00058
15.1,0.00291
15.12,0.00679
15.14,0.00761
15.16,0.00136
15.18,-0.00513
15.2,-0.0119
15.22,-0.014
15.24,-0.00891
15.26,-0.0108
15.28,-0.014
15.3,-0.0127
15.32,-0.0129
15.34,-0.013
15.36,-0.0138
15.38,-0.0161
15.4,-0.0132
15.42,-0.0131
15.44,-0.0133
15.46,-0.0133
15.48,-0.0133
15.5,-0.0134
15.52,-0.0134
15.54,-0.0135
15.56,-0.0135
15.58,-0.0136
15.6,-0.0132
15.62,-0.00883
15.64,-0.00063
15.66,0.00527
15.68,0.00914
15.7,0.00712
15.72,0.00686
15.74,0.00121
15.76,0.00707
15.78,0.00793
15.8,0.00591
15.82,0.00131
15.84,0.00655
15.86,0.00249
15.88,0.00425
15.9,0.00568
15.92,0.00337
15.94,0.00895
15.96,0.00733
15.98,0.0081
16,0.00762
16.02,0.00807
16.04,0.00859
16.06,0.00895
16.08,0.00889
16.1,0.00889
16.12,0.00905
16.14,0.00888
16.16,0.0092
16.18,0.00888
16.2,0.00826
16.22,0.00193
16.24,0.00187
16.26,0.00441
16.28,0.00114
16.3,0.00542
16.32,0.00857
16.34,-0.00018
16.36,-0.0006
16.38,-0.00023
16.4,0.00125
16.42,0.00209
16.44,-0.00087
16.46,-0.00481
16.48,-0.0118
16.5,-0.0103
16.52,-0.0101
16.54,-0.00926
16.56,-0.00973
16.58,-0.00975
16.6,-0.0147
16.62,-0.0186
16.64,-0.0237
16.66,-0.0278
16.68,-0.0154
16.7,-0.00683
16.72,-0.00818
16.74,-0.00694
16.76,-0.0059
16.78,3e-05
16.8,0.00421
16.82,0.00569
16.84,0.0139
16.86,0.0145
16.88,0.0159
16.9,0.0149
16.92,0.0161
16.94,0.0107
16.96,0.0065
16.98,0.0119
17,0.0125
17.02,0.00794
17.04,0.00664
17.06,0.00854
17.08,0.00478
17.1,-0.0029
17.12,0.00661
17.14,-0.00032
17.16,-0.0108
17.18,-0.00905
17.2,-0.00811
17.22,-0.00555
17.24,0.00145
17.26,0.00211
17.28,0.00315
17.3,-0.00097
